chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	blockCount	blockSizes	chromStarts	lrtAllPValue	lrtAllIsFdr	lrtPrimateBrPValue	lrtPrimateBrIsFdr	lrtPrimateClPValue	lrtPrimateClIsFdr	lrtRodentBrPValue	lrtRodentBrIsFdr	lrtRodentClPValue	lrtRodentClIsFdr	lrtHumanPValue	lrtHumanIsFdr	lrtChimpPValue	lrtChimpIsFdr	lrtHominidPValue	lrtHominidIsFdr	lrtMacaquePValue	lrtMacaqueIsFdr	bestHist	bestHistPP	nextBestHist	nextBestHistPP
chr8	59640146	59656853	refGene.NM_005625.1	0	+	59640146	59656853	0	8	51,79,110,162,176,172,92,55,	0,5853,7171,10866,12999,14589,15483,16652,	1	0	2	0	0.397632	0	2	0	1	0	0.487758	0	0.483287	0	0.0967359	0	1	0	0	0	0	0
chr17	29670663	29672009	refGene.NM_005623.1.inc	400	+	29670663	29672009	255	3	46,118,76,	0,737,1270,	0.04607	0	1	0	1	0	0.220163	0	0.128015	0	1	0	1	0	0.487928	0	1	0	0	0	0	0
chr16	20689031	20715225	refGene.NM_005622.1.inc	0	+	20689031	20715225	0	12	45,211,208,144,157,80,124,81,102,128,100,33,	0,5630,7164,10505,10765,11499,14775,15869,20378,21793,22027,26161,	1	0	1	0	1	0	2	0	2	0	1	0	1	0	1	0	0.134972	0	0	0	0	0
chr1	151612926	151613692	refGene.NM_005621.1	0	-	151612926	151613692	0	2	141,138,	0,628,	0.25921	0	2	0	1	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr1	150271791	150272873	refGene.NM_005620.1.inc	0	-	150271791	150272873	0	2	132,126,	0,956,	0.28181	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr6	170433886	170441152	refGene.NM_005618.1	0	-	170433886	170441152	0	11	6,118,799,217,170,131,61,258,61,297,54,	0,114,357,2045,2380,2695,3364,5365,5855,6638,7212,	1	0	2	0	0.466523	0	1	0	0.331647	0	0.492864	0	0.492431	0	2	0	2	0	0	0	0	0
chr5	149804041	149807489	refGene.NM_005617.1	0	-	149804041	149807489	0	4	68,77,162,149,	0,1323,2516,3299,	1	0	2	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr14	20319698	20320151	refGene.NM_005615.1	400	+	20319698	20320151	255	1	453,	0,	0.09433	0	2	0	1	0	2	0	0.0166454	0	0.479104	0	0.476084	0	1	0	0.493743	0	0	0	0	0
chr7	150795137	150847530	refGene.NM_005614.1	0	-	150795137	150847530	0	8	93,82,48,57,83,68,72,52,	0,3452,4275,4430,10214,17618,23824,52341,	1	0	1	0	1	0	2	0	2	0	1	0	1	0	0.495893	0	0.494618	0	0	0	0	0
chr1	161305898	161310974	refGene.NM_005613.1	0	+	161305898	161310974	0	5	44,105,62,167,240,	0,2910,3320,3971,4836,	1	0	0.490991	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0
chr16	52025969	52081713	refGene.NM_005611.1	400	+	52025969	52081713	255	22	240,131,201,65,129,161,65,187,167,110,104,138,165,112,270,281,177,72,106,203,165,171,	0,4459,8101,12485,17146,18895,19148,20099,24894,27184,27995,29669,30881,32501,35359,35826,36189,44597,45329,46010,47114,55573,	1	0	0.471567	0	0.00969727	0	0.420643	0	0.453425	0	1	0	1	0	1	0	0.00044243	0	0	0	0	0
chr1	32889494	32917893	refGene.NM_005610.1	0	+	32889494	32917893	0	12	16,148,146,174,116,161,127,78,77,58,111,66,	0,607,6120,16918,17432,17665,17924,18179,21143,21335,21484,28333,	1	0	1	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr11	64271306	64282743	refGene.NM_005609.1.inc	0	-	64271306	64282743	0	17	100,208,142,59,148,102,115,164,147,93,144,83,112,132,104,79,93,	0,3117,4066,4338,4665,5144,5814,6260,6620,6994,7434,8014,8188,10520,10987,11178,11344,	1	0	0.465669	0	0.480302	0	1	0	0.48497	0	1	0	0.494003	0	1	0	1	0	0	0	0	0
chr11	66959779	66961666	refGene.NM_005608.1	0	-	66959779	66961666	0	2	618,3,	0,1884,	0.27866	0	2	0	2	0	2	0	2	0	0.229903	0	1	0	2	0	2	0	0	0	0	0
chr8	22388515	22454107	refGene.NM_005605.1.inc	0	+	22388515	22454107	0	13	94,125,112,146,140,78,95,126,72,82,98,30,35,	0,442,22943,36028,38235,47433,47597,52334,53448,57167,57863,64411,65557,	0.27129	0	0.422935	0	1	0	2	0	2	0	0.478409	0	0.355002	0	1	0	1	0	0	0	0	0
chr6	99389470	99390802	refGene.NM_005604.1	0	+	99389470	99390802	0	1	1332,	0,	1	0	2	0	0.462344	0	2	0	1	0	2	0	2	0	2	0	0.318621	0	0	0	0	0
chr18	53466717	53550037	refGene.NM_005603.1	400	-	53466717	53550037	255	27	225,131,139,246,84,224,289,133,76,112,165,113,189,157,44,209,191,89,159,83,71,73,62,99,114,98,181,	0,1879,3546,3996,5504,6706,12686,13995,18604,19941,20830,22980,26346,35548,36584,39811,43319,46094,46683,46962,49130,49307,52551,52727,56067,58002,83139,	0.42802	0	2	0	0.0459302	0	2	0	1	0	1	0	0.493349	0	0.486556	0	0.00569658	0	0	0	0	0
chr3	171619548	171633238	refGene.NM_005602.1	0	+	171619548	171633238	0	3	226,165,233,	0,4096,13457,	1	0	1	0	0.36371	0	0.498618	0	0.491463	0	1	0	0.454912	0	0.103069	0	0.233559	0	0	0	0	0
chr19	56566842	56567601	refGene.NM_005601.1	400	-	56566842	56567601	255	4	59,135,147,157,	0,163,384,602,	0.00639	0	0.101379	0	0.42652	0	1	0	1	0	2	0	2	0	2	0	1	0	0	0	0	0
chr1	159354590	159357179	refGene.NM_005600.1	400	+	159354590	159357179	255	7	2,96,255,104,134,126,267,	0,609,957,1332,1642,1930,2322,	1	0	1	0	0.432997	0	0.00942429	0	0.00509225	0	1	0	0.321947	0	0.489356	0	0.412547	0	0	0	0	0
chr1	116182108	116182516	refGene.NM_005599.1	0	-	116182108	116182516	0	1	408,	0,	0.4152	0	1	0	1	0	0.478571	0	1	0	0.474585	0	1	0	0.487437	0	1	0	0	0	0	0
chr1	158607145	158607547	refGene.NM_005598.1	0	+	158607145	158607547	0	1	402,	0,	0.2376	0	0.482049	0	1	0	1	0	1	0	1	0	0.496011	0	0.496568	0	1	0	0	0	0	0
chr19	3332805	3403556	refGene.NM_005597.1.inc	400	+	3332805	3403556	255	7	436,72,75,124,125,126,77,	0,43298,51710,52469,53275,67206,70674,	0.45633	0	0.102485	0	1	0	0.0403511	0	0.467241	0	0.486287	0	0.439399	0	1	0	1	0	0	0	0	0
chr12	55392588	55404572	refGene.NM_005594.1	0	-	55392588	55404572	0	7	15,123,129,147,78,86,70,	0,248,524,999,1824,2064,11914,	1	0	2	0	1	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr12	79634973	79636961	refGene.NM_005593.1	0	+	79634973	79636961	0	3	501,76,191,	0,1294,1797,	1	0	0.49433	0	0.492431	0	0.466561	0	1	0	0.496174	0	1	0	1	0	1	0	0	0	0	0
chr11	93792938	93865615	refGene.NM_005590.1	400	-	93792938	93865615	255	18	57,76,68,59,220,63,174,101,127,81,172,186,115,142,88,161,133,20,	0,9786,15707,17052,27094,36151,39283,40811,43988,47688,50346,51449,56164,58610,59549,65799,70708,72657,	1	0	0.0177336	0	0.495049	0	2	0	2	0	0.496011	0	0.400768	0	0.489522	0	0.489629	0	0	0	0	0
chr14	73597097	73620850	refGene.NM_005589.1	0	-	73597097	73620850	0	12	105,99,180,182,190,122,303,79,162,75,63,48,	0,4180,4539,6063,6738,8218,10553,11254,11561,11895,14313,23705,	1	0	1	0	1	0	0.264267	0	1	0	1	0	1	0	0.372354	0	1	0	0	0	0	0
chr6	46869094	46914832	refGene.NM_005588.1	0	+	46869094	46914832	0	14	69,25,51,41,76,118,176,222,150,216,465,174,301,157,	0,153,267,5207,5707,16021,26130,31873,32955,35957,39675,41179,41850,45581,	0.22668	0	0.0874503	0	1	0	2	0	2	0	1	0	0.473962	0	1	0	0.49671	0	0	0	0	0
chr15	97990847	98070499	refGene.NM_005587.1	0	+	97990847	98070499	0	10	54,204,138,220,60,188,24,127,127,382,	0,12441,38400,41273,42279,57121,70242,73609,77514,79270,	1	0	1	0	1	0	2	0	2	0	1	0	1	0	0.497674	0	1	0	0	0	0	0
chr6	41714465	41729291	refGene.NM_005586.1	0	+	41714465	41729291	0	4	76,183,225,257,	0,7376,10869,14569,	1	0	2	0	1	0	2	0	0.418745	0	1	0	0.472642	0	1	0	1	0	0	0	0	0
chr15	64782650	64860927	refGene.NM_005585.1	400	+	64782650	64860927	255	4	817,57,78,539,	0,8409,13162,77738,	1	0	1	0	1	0	0.0190861	0	1	0	0.484896	0	1	0	1	0	1	0	0	0	0	0
chr13	34947195	34948275	refGene.NM_005584.1	0	-	34947195	34948275	0	1	1080,	0,	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0
chr19	13071132	13072985	refGene.NM_005583.1	0	-	13071132	13072985	0	3	416,92,335,	0,1338,1518,	0.13304	0	2	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0	0	0	0	0
chr5	66514440	66528225	refGene.NM_005582.1	0	-	66514440	66528225	0	3	1729,167,90,	0,2994,13695,	0.13475	0	2	0	0.475051	0	1	0	1	0	0.494056	0	1	0	2	0	2	0	0	0	0	0
chr3	189606602	190074961	refGene.NM_005578.1	0	+	189606602	190074961	0	9	193,113,123,684,127,170,179,121,129,	0,78471,118544,203040,302146,353992,460079,466522,468230,	1	0	2	0	0.488522	0	2	0	2	0	0.485055	0	1	0	2	0	2	0	0	0	0	0
chr15	72006177	72031231	refGene.NM_005576.1	0	+	72006177	72031231	0	7	1102,109,138,157,96,116,7,	0,16070,19633,20283,21023,22675,25047,	0.41293	0	2	0	1	0	2	0	0.147322	0	2	0	2	0	2	0	0.488788	0	0	0	0	0
chr5	96297615	96389993	refGene.NM_005575.1	0	+	96297615	96389993	0	18	19,841,139,132,121,155,114,132,132,161,89,184,157,185,162,141,82,132,	0,42982,48924,50383,56859,57661,60234,61858,67259,69917,70271,77492,78783,86144,88365,90461,91577,92246,	0.47226	0	2	0	1	0	2	0	0.39856	0	0.488167	0	0.34819	0	1	0	1	0	0	0	0	0
chr11	33837477	33847508	refGene.NM_005574.1	0	-	33837477	33847508	0	3	220,216,41,	0,5246,9990,	1	0	1	0	1	0	1	0	0.492516	0	0.497606	0	1	0	1	0	0.4963	0	0	0	0	0
chr5	126141099	126199855	refGene.NM_005573.1	0	+	126141099	126199855	0	11	359,157,126,171,126,221,226,105,120,108,42,	0,27267,28062,32671,34264,41413,43401,45272,48479,55185,58714,	1	0	2	0	1	0	2	0	0.479364	0	1	0	1	0	1	0	0.493207	0	0	0	0	0
chr22	29938394	30004427	refGene.NM_005569.1	0	+	29938394	30004427	0	16	16,100,136,110,189,106,197,187,87,132,57,66,175,56,158,145,	0,13311,45882,46712,47480,49725,50186,53537,54575,55367,55735,58727,60121,61043,62742,65888,	1	0	2	0	0.484949	0	1	0	0.474404	0	0.338134	0	0.471351	0	2	0	2	0	0	0	0	0
chr17	32369607	32374541	refGene.NM_005568.1	0	+	32369607	32374541	0	5	170,227,278,166,380,	0,2092,2412,4002,4554,	1	0	2	0	2	0	1	0	1	0	2	0	2	0	2	0	2	0	0	0	0	0
chr17	74479426	74483711	refGene.NM_005567.1.inc	400	-	74479426	74483711	255	4	955,253,132,70,	0,1220,2938,4215,	0.04627	0	2	0	0.498738	0	2	0	2	0	0.499436	0	0.493325	0	1	0	1	0	0	0	0	0
chr11	18374965	18385404	refGene.NM_005566.1	0	+	18374965	18385404	0	7	126,118,174,174,118,124,165,	0,2588,3994,5997,6851,8606,10274,	0.23849	0	2	0	1	0	2	0	2	0	1	0	0.492224	0	1	0	1	0	0	0	0	0
chr5	169608278	169657193	refGene.NM_005565.1	0	-	169608278	169657193	0	21	123,156,78,95,50,130,13,31,108,20,26,84,67,98,199,38,32,66,47,63,78,	0,2033,3737,4422,7829,9340,10169,12410,13938,14145,14270,18111,18312,19688,22022,25604,26623,27098,39273,44613,48837,	1	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr9	129951625	129955219	refGene.NM_005564.1	0	+	129951625	129955219	0	6	138,137,80,120,102,20,	0,712,2112,2380,2657,3574,	0.06823	0	2	0	0.478145	0	0.483839	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0
chr1	26100093	26103754	refGene.NM_005563.1	0	-	26100093	26103754	0	4	72,192,173,13,	0,475,2625,3648,	1	0	2	0	1	0	2	0	2	0	0.499436	0	1	0	1	0	1	0	0	0	0	0
chr1	181422110	181479158	refGene.NM_005562.1	0	+	181422110	181479158	0	23	79,189,136,99,137,123,190,113,219,183,246,143,157,206,80,156,145,153,115,200,159,100,254,	0,21528,29100,32037,34472,35736,36782,39255,40345,41162,42021,44608,45834,46299,48014,49222,50107,50999,51954,53011,53687,53939,56794,	1	0	1	0	1	0	2	0	2	0	0.405241	0	0.417998	0	0.483858	0	1	0	0	0	0	0
chr13	112999750	113024737	refGene.NM_005561.1	0	+	112999750	113024737	0	9	61,122,220,159,188,126,67,171,140,	0,9050,12208,13274,22034,22910,23969,24122,24847,	0.16888	0	0.461181	0	1	0	2	0	2	0	0.466321	0	0.419144	0	1	0	1	0	0	0	0	0
chr17	37019712	37022466	refGene.NM_005557.1	400	-	37019712	37022466	255	8	95,47,221,126,162,157,83,531,	0,255,396,919,1134,1410,1704,2223,	0.35441	0	2	0	1	0	2	0	2	0	1	0	0.00914665	0	1	0	1	0	0	0	0	0
chr12	50913347	50928811	refGene.NM_005556.1	0	+	50913347	50928811	0	9	324,212,61,96,165,126,221,35,170,	0,1858,4212,5383,8175,9715,12115,14880,15294,	1	0	2	0	0.197737	0	2	0	0.0986984	0	2	0	2	0	2	0	1	0	0	0	0	0
chr11	70937351	70937861	refGene.NM_005553.1	400	+	70937351	70937861	255	1	510,	0,	0.00254	0	2	0	2	0	2	0	2	0	0.209487	0	0.143159	0	2	0	2	0	0	0	0	0
chr14	103190654	103221108	refGene.NM_005552.1	0	+	103190654	103221108	0	13	261,231,79,226,88,102,174,100,50,68,109,162,33,	0,2981,7551,8137,14946,15617,18449,18767,20987,21124,22850,24819,30421,	1	0	2	0	1	0	1	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0
chr16	56350296	56389656	refGene.NM_005550.1	400	-	56350296	56389656	255	18	26,109,135,230,130,124,131,105,182,112,131,148,174,240,144,66,143,172,	0,844,1398,1842,2158,2529,3256,5259,6575,7990,10711,10924,11643,12314,12659,13339,36115,39188,	1	0	0.0328326	0	0.491116	0	1	0	1	0	0.49108	0	1	0	0.31674	0	1	0	0	0	0	0
chr1	110861396	110862932	refGene.NM_005549.1	0	-	110861396	110862932	0	1	1536,	0,	1	0	0.495213	0	0.11391	0	1	0	0.394806	0	1	0	1	0	0.498046	0	0.246447	0	0	0	0	0
chr5	156540566	156612266	refGene.NM_005546.1	0	+	156540566	156612266	0	17	138,105,82,129,41,152,66,55,83,134,75,172,217,65,119,158,72,	0,27911,30309,33213,36888,41884,47317,51361,57130,59083,60667,62644,63283,64747,64902,67871,71628,	1	0	1	0	1	0	0.165696	0	0.471213	0	1	0	0.489783	0	0.477158	0	0.499436	0	0	0	0	0
chr15	72254252	72255539	refGene.NM_005545.1	0	+	72254252	72255539	0	1	1287,	0,	1	0	1	0	0.49382	0	2	0	2	0	1	0	0.28622	0	1	0	1	0	0	0	0	0
chr2	227367969	227371698	refGene.NM_005544.1	0	-	227367969	227371698	0	1	3729,	0,	1	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	17788701	17793276	refGene.NM_005543.1.inc	0	-	17788701	17793276	0	2	167,151,	0,4424,	1	0	2	0	1	0	0.0533971	0	0.481733	0	1	0	1	0	2	0	2	0	0	0	0	0
chr12	56114936	56130072	refGene.NM_005538.1	0	+	56114936	56130072	0	2	313,746,	0,14390,	1	0	0.444032	0	1	0	0.499202	0	0.0603226	0	1	0	0.401312	0	1	0	1	0	0	0	0	0
chr14	93647781	93652617	refGene.NM_005532.1	400	+	93647781	93652617	255	4	91,30,153,86,	0,3168,4098,4750,	0.01751	0	2	0	0.476854	0	2	0	2	0	0.335335	0	0.498404	0	0.485194	0	1	0	0	0	0	0
chr1	157251094	157291315	refGene.NM_005531.1	400	+	157251094	157291315	255	10	265,116,168,423,189,168,168,420,192,81,	0,1191,1852,3548,5660,17843,34751,36998,38852,40140,	0.00272	0	2	0	2	0	2	0	2	0	0.35535	0	0.496091	0	2	0	2	0	0	0	0	0
chr15	76228800	76248402	refGene.NM_005530.1	0	+	76228800	76248402	0	11	27,63,84,115,188,134,103,65,85,153,84,	0,5809,8144,10688,12177,12830,14103,14312,15588,16746,19518,	1	0	1	0	1	0	0.475	0	0.488619	0	1	0	1	0	1	0	1	0	0	0	0	0
chr11	63756459	63756878	refGene.NM_005528.1.inc	400	+	63756459	63756878	255	2	203,127,	0,292,	1	0	0.0488445	0	0.456136	0	0.395588	0	1	0	1	0	1	0	1	0	0.0648705	0	0	0	0	0
chr8	145486247	145508801	refGene.NM_005526.1	0	+	145486247	145508801	0	13	117,109,137,125,76,62,97,137,282,106,66,70,206,	0,17152,17701,18018,19420,19567,19751,19946,20209,21757,22069,22208,22348,	1	0	2	0	0.14217	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr3	195336863	195338716	refGene.NM_005524.1	0	+	195336863	195338716	0	4	108,96,88,551,	0,236,580,1302,	0.45411	0	2	0	1	0	2	0	2	0	1	0	0.499202	0	2	0	2	0	0	0	0	0
chr7	27188939	27191288	refGene.NM_005523.1	0	-	27188939	27191288	0	2	233,709,	0,1640,	0.44803	0	1	0	1	0	0.452916	0	0.495854	0	0.457016	0	1	0	1	0	1	0	0	0	0	0
chr7	27100583	27102056	refGene.NM_005522.1	0	-	27100583	27102056	0	2	356,652,	0,821,	1	0	1	0	1	0	1	0	1	0	1	0	0.381699	0	1	0	1	0	0	0	0	0
chr10	102881288	102886660	refGene.NM_005521.1	0	+	102881288	102886660	0	3	568,202,223,	0,2633,5149,	1	0	0.475185	0	1	0	1	0	1	0	1	0	0.496011	0	0.476703	0	1	0	0	0	0	0
chr5	178975152	178982740	refGene.NM_005520.1	0	-	178975152	178982740	0	12	50,93,90,60,136,134,72,179,139,144,156,97,	0,580,1323,1505,1968,2253,2443,2599,3723,5346,5696,7491,	1	0	1	0	1	0	1	0	1	0	1	0	0.499436	0	0.498618	0	1	0	0	0	0	0
chr10	124897884	124899629	refGene.NM_005519.1	0	+	124897884	124899629	0	2	268,554,	0,1191,	1	0	1	0	1	0	0.491062	0	0.492886	0	1	0	1	0	1	0	0.275474	0	0	0	0	0
chr1	26671690	26674226	refGene.NM_005517.1	0	+	26671690	26674226	0	6	15,45,30,51,96,36,	0,870,1090,1472,1959,2500,	1	0	2	0	1	0	2	0	2	0	0.499202	0	1	0	1	0	1	0	0	0	0	0
chr6	30565522	30567378	refGene.NM_005516.1.inc	400	+	30565522	30567378	255	4	229,276,276,86,	0,473,1370,1770,	0.03832	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr3	121952089	121983007	refGene.NM_005513.1	400	+	121952089	121983007	255	4	448,202,242,428,	0,20175,25870,30490,	1	0	0.0431556	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr11	76048493	76050086	refGene.NM_005512.1.inc	0	-	76048493	76050086	0	1	1593,	0,	1	0	1	0	1	0	0.0717582	0	0.498507	0	1	0	0.493349	0	1	0	1	0	0	0	0	0
chr9	5882474	5898708	refGene.NM_005511.1	0	+	5882474	5898708	0	4	77,97,114,69,	0,5082,14410,16165,	1	0	1	0	1	0	0.162731	0	0.375822	0	1	0	1	0	1	0	0.497606	0	0	0	0	0
chr3	32969918	32971001	refGene.NM_005508.1	400	+	32969918	32971001	255	1	1083,	0,	1	0	1	0	0.451271	0	1	0	0.0498829	0	1	0	0.494985	0	0.479356	0	1	0	0	0	0	0
chr11	65379382	65382146	refGene.NM_005507.1	0	-	65379382	65382146	0	4	113,77,308,3,	0,318,599,2761,	1	0	2	0	2	0	2	0	2	0	0.498872	0	1	0	2	0	2	0	0	0	0	0
chr4	77303503	77336017	refGene.NM_005506.1.inc	0	-	77303503	77336017	0	10	57,52,74,119,170,120,92,189,148,134,	0,2923,5076,6540,10817,12464,13110,16190,17627,32380,	1	0	1	0	0.490035	0	1	0	0.386419	0	1	0	0.495778	0	1	0	1	0	0	0	0	0
chr12	123836879	123868179	refGene.NM_005505.1.inc	0	-	123836879	123868179	0	10	123,52,74,119,167,116,96,204,142,131,	0,1025,8814,13743,21380,23793,25489,27821,28592,31169,	1	0	2	0	0.488467	0	0.237939	0	0.149796	0	1	0	0.480734	0	2	0	2	0	0	0	0	0
chr15	27133379	27196628	refGene.NM_005503.1	0	+	27133379	27196628	0	12	951,81,37,146,36,87,186,180,213,120,141,72,	0,21036,22170,39190,40393,44605,47714,51494,52722,54385,59991,63177,	1	0	2	0	0.244506	0	2	0	0.474647	0	0.445925	0	0.370175	0	1	0	1	0	0	0	0	0
chr17	45496551	45513735	refGene.NM_005501.1.inc	400	+	45496551	45513735	255	22	16,80,250,87,208,197,89,137,87,68,137,150,98,148,69,80,78,103,183,123,114,63,	0,339,3867,6655,7122,7797,9727,9955,10259,11270,11410,12137,12395,12785,13190,13857,14018,14635,14887,15246,16073,17121,	1	0	0.447877	0	0.231584	0	2	0	2	0	1	0	0.477318	0	0.0415513	0	0.353	0	0	0	0	0
chr17	40237520	40238711	refGene.NM_005497.1	0	-	40237520	40238711	0	1	1191,	0,	1	0	1	0	0.497815	0	2	0	2	0	0.492163	0	0.494501	0	1	0	1	0	0	0	0	0
chr6	25877247	25886211	refGene.NM_005495.1.inc	0	+	25877247	25886211	0	9	150,234,88,87,119,162,133,148,79,	0,1026,1343,1885,4234,4472,7554,7771,8885,	1	0	2	0	1	0	2	0	0.278925	0	0.498507	0	0.462967	0	0.438455	0	0.480447	0	0	0	0	0
chr7	156844027	156871101	refGene.NM_005494.1	0	+	156844027	156871101	0	7	65,110,60,111,132,142,106,	0,4588,7929,8800,23673,26294,26968,	1	0	2	0	0.499202	0	2	0	2	0	0.34734	0	0.34604	0	0.413663	0	1	0	0	0	0	0
chr20	23420304	23424551	refGene.NM_005492.1	0	+	23420304	23424551	0	3	231,114,84,	0,1290,4163,	0.48689	0	1	0	1	0	0.174756	0	0.479051	0	1	0	0.493592	0	0.482781	0	1	0	0	0	0	0
chr19	6704476	6711896	refGene.NM_005490.1.inc	0	-	6704476	6711896	0	7	176,112,175,116,485,77,248,	0,586,785,1150,1365,6128,7172,	0.4683	0	2	0	0.498738	0	2	0	2	0	0.498507	0	1	0	2	0	2	0	0	0	0	0
chr9	129540845	129573329	refGene.NM_005489.1	400	-	129540845	129573329	255	11	176,207,112,172,116,536,125,455,129,40,44,	0,936,1512,3042,4103,5818,8401,10465,12426,22865,32440,	1	0	1	0	0.394753	0	0.463125	0	0.0452458	0	1	0	0.496132	0	1	0	1	0	0	0	0	0
chr22	34025921	34073202	refGene.NM_005488.1	0	+	34025921	34073202	0	15	52,85,79,150,135,147,117,134,34,94,121,76,60,40,155,	0,17948,22030,23099,23567,23839,27342,30418,33052,33475,34399,38784,45796,47001,47126,	0.48051	0	1	0	1	0	2	0	2	0	1	0	1	0	0.484338	0	0.466307	0	0	0	0	0
chr14	19881640	19895796	refGene.NM_005484.1	0	+	19881640	19895796	0	16	46,195,71,51,97,76,103,163,139,64,135,128,100,99,125,160,	0,1290,1752,3221,6884,7405,8603,10443,11167,12110,12255,12665,12948,13409,13754,13996,	1	0	2	0	2	0	2	0	2	0	1	0	0.499023	0	2	0	2	0	0	0	0	0
chr19	4360081	4384449	refGene.NM_005483.1.inc	0	+	4360081	4384449	0	11	675,57,230,61,69,227,169,81,93,256,383,	0,8935,13481,14250,14721,19579,20353,20623,21464,22867,23985,	0.21731	0	2	0	2	0	2	0	2	0	0.453104	0	1	0	2	0	2	0	0	0	0	0
chr1	77360547	77448738	refGene.NM_005482.1.inc	0	-	77360547	77448738	0	9	85,173,111,118,97,112,136,92,30,	0,32174,39020,39319,41571,44444,46985,84365,88161,	1	0	1	0	1	0	2	0	2	0	0.497354	0	1	0	1	0	1	0	0	0	0	0
chr19	819888	841152	refGene.NM_005481.1.inc	0	-	819888	841152	0	12	58,217,193,134,211,207,212,156,106,432,170,16,	0,2148,3037,4560,6355,8085,11048,12670,16014,16881,20749,21248,	1	0	2	0	2	0	0.0695707	0	1	0	2	0	2	0	2	0	2	0	0	0	0	0
chr12	48003658	48011667	refGene.NM_005480.1	400	+	48003658	48011667	255	14	144,193,158,138,83,53,122,129,84,60,135,799,194,45,	0,236,1892,2138,2467,3059,3600,5318,5552,5786,6248,6536,7605,7964,	0.03498	0	2	0	1	0	2	0	2	0	1	0	1	0	0.490991	0	0.0659093	0	0	0	0	0
chr10	99069200	99070040	refGene.NM_005479.1	0	+	99069200	99070040	0	1	840,	0,	0.36676	0	2	0	2	0	2	0	2	0	0.453253	0	0.427158	0	2	0	2	0	0	0	0	0
chr1	67036283	67039492	refGene.NM_005478.1	0	-	67036283	67039492	0	2	233,175,	0,3034,	0.0727	0	2	0	2	0	2	0	2	0	0.244297	0	1	0	2	0	2	0	0	0	0	0
chr15	71402234	71447304	refGene.NM_005477.1.inc	0	-	71402234	71447304	0	8	1109,165,241,147,219,162,424,425,	0,1248,2114,2457,6732,9290,20544,44645,	0.31801	0	2	0	1	0	2	0	1	0	0.480157	0	0.447868	0	2	0	2	0	0	0	0	0
chr9	36207361	36239352	refGene.NM_005476.1	0	-	36207361	36239352	0	11	236,117,183,222,130,211,88,213,153,452,164,	0,818,2473,5412,6008,9883,11656,16555,19467,28666,31827,	1	0	2	0	1	0	2	0	0.491651	0	1	0	0.493301	0	1	0	1	0	0	0	0	0
chr11	73845944	73846256	refGene.NM_005472.1	0	-	73845944	73846256	0	1	312,	0,	1	0	0.483089	0	0.4854	0	1	0	0.249229	0	0.490229	0	1	0	1	0	0.337961	0	0	0	0	0
chr5	141361777	141371784	refGene.NM_005471.1	0	-	141361777	141371784	0	6	101,175,185,183,102,124,	0,1059,2903,4115,5770,9883,	1	0	1	0	0.493718	0	2	0	2	0	1	0	0.495971	0	1	0	1	0	0	0	0	0
chr20	43903979	43919265	refGene.NM_005469.1.inc	0	-	43903979	43919265	0	6	23,195,158,226,134,32,	0,1593,2329,6516,13225,15254,	1	0	0.167054	0	1	0	1	0	0.451268	0	1	0	1	0	1	0	1	0	0	0	0	0
chr11	64569904	64582261	refGene.NM_005468.1.inc	0	-	64569904	64582261	0	16	58,88,174,82,91,92,68,64,86,120,86,105,284,123,122,136,	0,170,332,588,1618,1790,2124,2295,2443,7361,7634,8393,8598,11514,12018,12221,	0.22111	0	2	0	1	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr14	70121282	70137107	refGene.NM_005466.1	0	-	70121282	70137107	0	8	131,28,116,109,83,92,160,22,	0,943,6453,8067,8483,11798,12805,15803,	0.24747	0	1	0	0.459986	0	0.459208	0	0.205494	0	1	0	1	0	1	0	1	0	0	0	0	0
chr1	241735173	242073095	refGene.NM_005465.1	0	-	241735173	242073095	0	13	86,103,88,215,129,123,69,66,132,145,112,126,46,	0,7075,40261,47480,58471,67677,108422,109847,132362,140644,159523,190342,337876,	1	0	1	0	1	0	2	0	2	0	0.496344	0	0.496962	0	1	0	0.491786	0	0	0	0	0
